Lake,Year,Departure/Arrival,Date
Krankesjön,2003/2004,Arrival,6/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,11/01/2004
Krankesjön,2003/2004,Arrival,10/04/2004
Krankesjön,2003/2004,Arrival,6/04/2004
Krankesjön,2003/2004,Arrival,20/01/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,10/04/2004
Krankesjön,2003/2004,Arrival,15/04/2004
Krankesjön,2003/2004,Arrival,18/04/2004
Krankesjön,2003/2004,Arrival,7/04/2004
Krankesjön,2003/2004,Arrival,11/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,18/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,9/04/2004
Krankesjön,2003/2004,Arrival,11/04/2004
Krankesjön,2003/2004,Arrival,11/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,10/04/2004
Krankesjön,2003/2004,Arrival,16/04/2004
Krankesjön,2003/2004,Arrival,10/04/2004
Krankesjön,2003/2004,Arrival,17/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,19/04/2004
Krankesjön,2003/2004,Arrival,14/04/2004
Krankesjön,2003/2004,Arrival,23/12/2003
Krankesjön,2003/2004,Arrival,11/01/2004
Krankesjön,2003/2004,Arrival,11/01/2004
Krankesjön,2003/2004,Arrival,11/01/2004
Krankesjön,2003/2004,Arrival,20/01/2004
Krankesjön,2003/2004,Arrival,12/03/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,9/03/2004
Krankesjön,2003/2004,Arrival,9/03/2004
Krankesjön,2003/2004,Arrival,10/03/2004
Krankesjön,2003/2004,Arrival,7/04/2004
Krankesjön,2003/2004,Arrival,9/03/2004
Krankesjön,2003/2004,Arrival,9/03/2004
Krankesjön,2003/2004,Arrival,10/04/2004
Krankesjön,2003/2004,Arrival,11/04/2004
Krankesjön,2003/2004,Arrival,11/04/2004
Krankesjön,2003/2004,Arrival,11/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,15/04/2004
Krankesjön,2003/2004,Arrival,15/04/2004
Krankesjön,2003/2004,Arrival,27/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,20/04/2004
Krankesjön,2003/2004,Arrival,29/03/2004
Krankesjön,2003/2004,Arrival,14/04/2004
Krankesjön,2003/2004,Arrival,9/03/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,14/04/2004
Krankesjön,2003/2004,Arrival,7/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,13/04/2004
Krankesjön,2003/2004,Arrival,14/04/2004
Krankesjön,2003/2004,Arrival,14/04/2004
Krankesjön,2003/2004,Arrival,14/04/2004
Krankesjön,2003/2004,Arrival,15/04/2004
Krankesjön,2003/2004,Arrival,16/04/2004
Krankesjön,2003/2004,Arrival,11/04/2004
Krankesjön,2003/2004,Arrival,12/04/2004
Krankesjön,2003/2004,Arrival,15/04/2004
Krankesjön,2003/2004,Arrival,15/04/2004
Krankesjön,2003/2004,Arrival,16/04/2004
Krankesjön,2003/2004,Arrival,16/04/2004
Krankesjön,2003/2004,Arrival,10/04/2004
Krankesjön,2003/2004,Arrival,16/04/2004
Krankesjön,2003/2004,Arrival,15/04/2004
Krankesjön,2003/2004,Arrival,20/04/2004
Krankesjön,2003/2004,Arrival,19/04/2004
Krankesjön,2003/2004,Arrival,19/04/2004
Krankesjön,2003/2004,Arrival,20/04/2004
Krankesjön,2003/2004,Arrival,2/05/2004
Krankesjön,2003/2004,Arrival,10/04/2004
Krankesjön,2003/2004,Arrival,4/05/2004
Krankesjön,2003/2004,Arrival,17/04/2004
Krankesjön,2003/2004,Arrival,28/04/2004
Krankesjön,2003/2004,Arrival,16/04/2004
Krankesjön,2003/2004,Arrival,2/05/2004
Krankesjön,2003/2004,Arrival,19/04/2004
Krankesjön,2003/2004,Arrival,27/04/2004
Krankesjön,2003/2004,Arrival,26/05/2004
Krankesjön,2004/2005,Arrival,15/02/2005
Krankesjön,2004/2005,Arrival,2/03/2005
Krankesjön,2004/2005,Arrival,3/03/2005
Krankesjön,2004/2005,Arrival,6/04/2005
Krankesjön,2004/2005,Arrival,19/03/2005
Krankesjön,2004/2005,Arrival,3/03/2005
Krankesjön,2004/2005,Arrival,3/02/2005
Krankesjön,2004/2005,Arrival,31/03/2005
Krankesjön,2004/2005,Arrival,8/04/2005
Krankesjön,2004/2005,Arrival,9/04/2005
Krankesjön,2004/2005,Arrival,11/04/2005
Krankesjön,2004/2005,Arrival,14/04/2005
Krankesjön,2004/2005,Arrival,4/02/2005
Krankesjön,2004/2005,Arrival,4/02/2005
Krankesjön,2004/2005,Arrival,4/02/2005
Krankesjön,2004/2005,Arrival,13/02/2005
Krankesjön,2004/2005,Arrival,8/04/2005
Krankesjön,2004/2005,Arrival,3/03/2005
Krankesjön,2004/2005,Arrival,9/04/2005
Krankesjön,2004/2005,Arrival,11/04/2005
Krankesjön,2004/2005,Arrival,12/04/2005
Krankesjön,2004/2005,Arrival,11/04/2005
Krankesjön,2004/2005,Arrival,7/04/2005
Krankesjön,2004/2005,Arrival,14/04/2005
Krankesjön,2004/2005,Arrival,12/04/2005
Krankesjön,2004/2005,Arrival,9/04/2005
Krankesjön,2004/2005,Arrival,14/04/2005
Krankesjön,2004/2005,Arrival,12/04/2005
Krankesjön,2004/2005,Arrival,11/04/2005
Krankesjön,2004/2005,Arrival,15/04/2005
Krankesjön,2004/2005,Arrival,14/04/2005
Krankesjön,2004/2005,Arrival,7/04/2005
Krankesjön,2004/2005,Arrival,10/04/2005
Krankesjön,2004/2005,Arrival,12/04/2005
Krankesjön,2004/2005,Arrival,8/04/2005
Krankesjön,2004/2005,Arrival,13/04/2005
Krankesjön,2004/2005,Arrival,30/04/2005
Krankesjön,2004/2005,Arrival,12/04/2005
Krankesjön,2004/2005,Arrival,10/04/2005
Krankesjön,2004/2005,Arrival,11/04/2005
Krankesjön,2004/2005,Arrival,9/04/2005
Krankesjön,2004/2005,Arrival,14/04/2005
Krankesjön,2004/2005,Arrival,24/04/2005
Krankesjön,2005/2006,Arrival,17/12/2005
Krankesjön,2005/2006,Arrival,17/12/2005
Krankesjön,2005/2006,Arrival,21/12/2005
Krankesjön,2005/2006,Arrival,27/12/2005
Krankesjön,2005/2006,Arrival,27/12/2005
Krankesjön,2005/2006,Arrival,23/12/2005
Krankesjön,2005/2006,Arrival,20/02/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,16/04/2006
Krankesjön,2005/2006,Arrival,20/04/2006
Krankesjön,2005/2006,Arrival,30/04/2006
Krankesjön,2005/2006,Arrival,4/05/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,15/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,17/04/2006
Krankesjön,2005/2006,Arrival,19/04/2006
Krankesjön,2005/2006,Arrival,18/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,15/04/2006
Krankesjön,2005/2006,Arrival,4/05/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,30/04/2006
Krankesjön,2005/2006,Arrival,2/05/2006
Krankesjön,2005/2006,Arrival,4/05/2006
Krankesjön,2005/2006,Arrival,16/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,23/04/2006
Krankesjön,2005/2006,Arrival,16/04/2006
Krankesjön,2005/2006,Arrival,26/04/2006
Krankesjön,2005/2006,Arrival,15/04/2006
Krankesjön,2005/2006,Arrival,16/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,16/04/2006
Krankesjön,2005/2006,Arrival,15/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,17/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,27/04/2006
Krankesjön,2005/2006,Arrival,28/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,28/04/2006
Krankesjön,2005/2006,Arrival,28/04/2006
Krankesjön,2005/2006,Arrival,4/05/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,3/05/2006
Krankesjön,2005/2006,Arrival,1/05/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,19/04/2006
Krankesjön,2005/2006,Arrival,3/05/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,3/05/2006
Krankesjön,2005/2006,Arrival,6/05/2006
Krankesjön,2005/2006,Arrival,28/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,3/05/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,4/05/2006
Krankesjön,2005/2006,Arrival,15/04/2006
Krankesjön,2005/2006,Arrival,16/04/2006
Krankesjön,2005/2006,Arrival,22/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,24/04/2006
Krankesjön,2005/2006,Arrival,23/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,23/04/2006
Krankesjön,2005/2006,Arrival,25/04/2006
Krankesjön,2005/2006,Arrival,28/04/2006
Krankesjön,2005/2006,Arrival,29/04/2006
Krankesjön,2005/2006,Arrival,1/05/2006
Krankesjön,2005/2006,Arrival,30/04/2006
Krankesjön,2005/2006,Arrival,4/05/2006
Krankesjön,2005/2006,Arrival,28/04/2006
Krankesjön,2006/2007,Arrival,29/03/2007
Krankesjön,2006/2007,Arrival,31/03/2007
Krankesjön,2006/2007,Arrival,29/03/2007
Krankesjön,2006/2007,Arrival,23/04/2007
Krankesjön,2006/2007,Arrival,11/04/2007
Krankesjön,2006/2007,Arrival,31/03/2007
Krankesjön,2006/2007,Arrival,31/03/2007
Krankesjön,2006/2007,Arrival,4/04/2007
Krankesjön,2006/2007,Arrival,7/04/2007
Krankesjön,2006/2007,Arrival,16/03/2007
Krankesjön,2006/2007,Arrival,1/04/2007
Krankesjön,2006/2007,Arrival,3/04/2007
Krankesjön,2006/2007,Arrival,23/04/2007
Krankesjön,2006/2007,Arrival,1/04/2007
Krankesjön,2006/2007,Arrival,26/03/2007
Krankesjön,2006/2007,Arrival,27/03/2007
Krankesjön,2006/2007,Arrival,10/04/2007
Krankesjön,2006/2007,Arrival,5/04/2007
Krankesjön,2006/2007,Arrival,31/03/2007
Krankesjön,2006/2007,Arrival,27/03/2007
Krankesjön,2006/2007,Arrival,27/03/2007
Krankesjön,2006/2007,Arrival,23/04/2007
Krankesjön,2006/2007,Arrival,27/03/2007
Krankesjön,2006/2007,Arrival,30/03/2007
Krankesjön,2006/2007,Arrival,11/04/2007
Krankesjön,2006/2007,Arrival,29/03/2007
Krankesjön,2006/2007,Arrival,22/04/2007
Krankesjön,2006/2007,Arrival,23/04/2007
Krankesjön,2006/2007,Arrival,5/04/2007
Krankesjön,2006/2007,Arrival,22/04/2007
Krankesjön,2006/2007,Arrival,10/04/2007
Krankesjön,2006/2007,Arrival,12/04/2007
Krankesjön,2006/2007,Arrival,21/04/2007
Krankesjön,2006/2007,Arrival,29/10/2006
Krankesjön,2006/2007,Arrival,4/04/2007
Krankesjön,2006/2007,Arrival,29/03/2007
Krankesjön,2006/2007,Arrival,26/03/2007
Krankesjön,2006/2007,Arrival,7/04/2007
Krankesjön,2006/2007,Arrival,1/04/2007
Krankesjön,2006/2007,Arrival,11/04/2007
Krankesjön,2006/2007,Arrival,11/04/2007
Krankesjön,2006/2007,Arrival,30/03/2007
Krankesjön,2006/2007,Arrival,9/04/2007
Krankesjön,2006/2007,Arrival,11/04/2007
Krankesjön,2006/2007,Arrival,21/04/2007
Krankesjön,2006/2007,Arrival,11/04/2007
Krankesjön,2006/2007,Arrival,9/04/2007
Krankesjön,2006/2007,Arrival,27/03/2007
Krankesjön,2007/2008,Arrival,7/04/2008
Krankesjön,2007/2008,Arrival,10/03/2008
Krankesjön,2007/2008,Arrival,14/04/2008
Krankesjön,2007/2008,Arrival,14/04/2008
Krankesjön,2007/2008,Arrival,14/04/2008
Krankesjön,2007/2008,Arrival,2/04/2008
Krankesjön,2007/2008,Arrival,22/04/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2007/2008,Arrival,25/04/2008
Krankesjön,2007/2008,Arrival,31/03/2008
Krankesjön,2007/2008,Arrival,31/03/2008
Krankesjön,2007/2008,Arrival,3/04/2008
Krankesjön,2007/2008,Arrival,3/04/2008
Krankesjön,2007/2008,Arrival,24/04/2008
Krankesjön,2007/2008,Arrival,12/04/2008
Krankesjön,2007/2008,Arrival,3/04/2008
Krankesjön,2007/2008,Arrival,22/04/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2007/2008,Arrival,31/03/2008
Krankesjön,2007/2008,Arrival,16/04/2008
Krankesjön,2007/2008,Arrival,20/04/2008
Krankesjön,2007/2008,Arrival,20/04/2008
Krankesjön,2007/2008,Arrival,24/04/2008
Krankesjön,2007/2008,Arrival,10/03/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2007/2008,Arrival,31/03/2008
Krankesjön,2007/2008,Arrival,1/04/2008
Krankesjön,2007/2008,Arrival,15/04/2008
Krankesjön,2007/2008,Arrival,19/04/2008
Krankesjön,2007/2008,Arrival,31/03/2008
Krankesjön,2007/2008,Arrival,3/04/2008
Krankesjön,2007/2008,Arrival,5/04/2008
Krankesjön,2007/2008,Arrival,20/04/2008
Krankesjön,2007/2008,Arrival,14/04/2008
Krankesjön,2007/2008,Arrival,25/04/2008
Krankesjön,2007/2008,Arrival,4/04/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2007/2008,Arrival,10/04/2008
Krankesjön,2007/2008,Arrival,21/04/2008
Krankesjön,2007/2008,Arrival,28/04/2008
Krankesjön,2007/2008,Arrival,21/04/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2007/2008,Arrival,24/04/2008
Krankesjön,2007/2008,Arrival,28/04/2008
Krankesjön,2007/2008,Arrival,25/04/2008
Krankesjön,2007/2008,Arrival,27/04/2008
Krankesjön,2007/2008,Arrival,24/04/2008
Krankesjön,2007/2008,Arrival,25/04/2008
Krankesjön,2007/2008,Arrival,23/04/2008
Krankesjön,2008/2009,Arrival,1/04/2009
Krankesjön,2008/2009,Arrival,8/04/2009
Krankesjön,2008/2009,Arrival,1/04/2009
Krankesjön,2008/2009,Arrival,26/04/2009
Krankesjön,2009/2010,Arrival,26/04/2010
Krankesjön,2009/2010,Arrival,19/12/2009
Krankesjön,2009/2010,Arrival,17/04/2010
Krankesjön,2009/2010,Arrival,26/04/2010
Krankesjön,2009/2010,Arrival,18/05/2010
Krankesjön,2009/2010,Arrival,29/04/2010
Krankesjön,2009/2010,Arrival,21/05/2010
Krankesjön,2009/2010,Arrival,28/04/2010
Krankesjön,2009/2010,Arrival,13/05/2010
Krankesjön,2009/2010,Arrival,25/04/2010
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,10/04/2011
Krankesjön,2010/2011,Arrival,11/04/2011
Krankesjön,2010/2011,Arrival,15/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,19/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,8/12/2010
Krankesjön,2010/2011,Arrival,29/01/2011
Krankesjön,2010/2011,Arrival,10/04/2011
Krankesjön,2010/2011,Arrival,11/04/2011
Krankesjön,2010/2011,Arrival,19/04/2011
Krankesjön,2010/2011,Arrival,19/04/2011
Krankesjön,2010/2011,Arrival,20/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,11/04/2011
Krankesjön,2010/2011,Arrival,19/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,19/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,9/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,10/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,10/04/2011
Krankesjön,2010/2011,Arrival,10/04/2011
Krankesjön,2010/2011,Arrival,15/04/2011
Krankesjön,2010/2011,Arrival,17/04/2011
Krankesjön,2010/2011,Arrival,16/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2010/2011,Arrival,18/04/2011
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,20/11/2011
Krankesjön,2011/2012,Arrival,23/04/2012
Krankesjön,2011/2012,Arrival,31/01/2012
Krankesjön,2011/2012,Arrival,26/02/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,31/01/2012
Krankesjön,2011/2012,Arrival,3/03/2012
Krankesjön,2011/2012,Arrival,3/03/2012
Krankesjön,2011/2012,Arrival,13/03/2012
Krankesjön,2011/2012,Arrival,16/03/2012
Krankesjön,2011/2012,Arrival,23/03/2012
Krankesjön,2011/2012,Arrival,16/02/2012
Krankesjön,2011/2012,Arrival,29/03/2012
Krankesjön,2011/2012,Arrival,6/04/2012
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,11/04/2012
Krankesjön,2011/2012,Arrival,9/04/2012
Krankesjön,2011/2012,Arrival,11/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,23/04/2012
Krankesjön,2011/2012,Arrival,18/04/2012
Krankesjön,2011/2012,Arrival,20/04/2012
Krankesjön,2011/2012,Arrival,22/04/2012
Krankesjön,2011/2012,Arrival,14/04/2012
Krankesjön,2011/2012,Arrival,20/04/2012
Krankesjön,2011/2012,Arrival,22/04/2012
Krankesjön,2011/2012,Arrival,5/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,4/05/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,21/04/2012
Krankesjön,2011/2012,Arrival,5/04/2012
Krankesjön,2011/2012,Arrival,25/03/2012
Krankesjön,2011/2012,Arrival,29/03/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,21/03/2012
Krankesjön,2011/2012,Arrival,25/03/2012
Krankesjön,2011/2012,Arrival,30/03/2012
Krankesjön,2011/2012,Arrival,3/04/2012
Krankesjön,2011/2012,Arrival,30/03/2012
Krankesjön,2011/2012,Arrival,27/03/2012
Krankesjön,2011/2012,Arrival,28/03/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,23/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,11/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,15/04/2012
Krankesjön,2011/2012,Arrival,10/04/2012
Krankesjön,2011/2012,Arrival,11/04/2012
Krankesjön,2011/2012,Arrival,14/04/2012
Krankesjön,2011/2012,Arrival,11/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,16/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,24/04/2012
Krankesjön,2011/2012,Arrival,14/04/2012
Krankesjön,2011/2012,Arrival,14/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,14/04/2012
Krankesjön,2011/2012,Arrival,16/04/2012
Krankesjön,2011/2012,Arrival,21/04/2012
Krankesjön,2011/2012,Arrival,19/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,21/04/2012
Krankesjön,2011/2012,Arrival,13/06/2012
Krankesjön,2011/2012,Arrival,20/04/2012
Krankesjön,2011/2012,Arrival,23/04/2012
Krankesjön,2011/2012,Arrival,20/04/2012
Krankesjön,2011/2012,Arrival,19/04/2012
Krankesjön,2011/2012,Arrival,23/04/2012
Krankesjön,2011/2012,Arrival,13/04/2012
Krankesjön,2011/2012,Arrival,27/04/2012
Krankesjön,2011/2012,Arrival,25/04/2012
Krankesjön,2011/2012,Arrival,14/04/2012
Krankesjön,2011/2012,Arrival,21/04/2012
Krankesjön,2011/2012,Arrival,16/03/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,12/04/2012
Krankesjön,2011/2012,Arrival,5/04/2012
Krankesjön,2011/2012,Arrival,17/10/2011
Sogård,2006/2007,Departure,23/12/2006
Sogård,2006/2007,Departure,23/11/2006
Sogård,2006/2007,Departure,24/11/2006
Sogård,2006/2007,Departure,23/11/2006
Sogård,2006/2007,Departure,21/11/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,4/11/2006
Sogård,2006/2007,Departure,26/10/2006
Sogård,2006/2007,Departure,7/10/2006
Sogård,2006/2007,Departure,7/10/2006
Sogård,2006/2007,Departure,19/08/2006
Sogård,2006/2007,Departure,19/08/2006
Sogård,2006/2007,Departure,19/08/2006
Sogård,2006/2007,Departure,27/10/2006
Sogård,2006/2007,Departure,23/11/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,14/03/2007
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,2/12/2006
Sogård,2006/2007,Departure,23/11/2006
Sogård,2006/2007,Departure,25/11/2006
Sogård,2006/2007,Departure,26/11/2006
Sogård,2006/2007,Departure,18/12/2006
Sogård,2006/2007,Departure,24/11/2006
Sogård,2006/2007,Departure,25/11/2006
Sogård,2006/2007,Departure,25/11/2006
Sogård,2006/2007,Departure,23/11/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,21/11/2006
Sogård,2006/2007,Departure,25/11/2006
Sogård,2006/2007,Departure,25/11/2006
Sogård,2006/2007,Departure,25/10/2006
Sogård,2006/2007,Departure,26/10/2006
Sogård,2006/2007,Departure,19/08/2006
Sogård,2006/2007,Departure,16/08/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,23/11/2006
Sogård,2006/2007,Departure,30/10/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2006/2007,Departure,27/10/2006
Sogård,2006/2007,Departure,17/12/2006
Sogård,2006/2007,Departure,23/11/2006
Sogård,2006/2007,Departure,18/08/2006
Sogård,2006/2007,Departure,20/08/2006
Sogård,2006/2007,Departure,12/08/2006
Sogård,2006/2007,Departure,22/11/2006
Sogård,2007/2008,Departure,9/11/2007
Sogård,2007/2008,Departure,31/10/2007
Sogård,2007/2008,Departure,2/11/2007
Sogård,2007/2008,Departure,27/10/2007
Sogård,2007/2008,Departure,27/10/2007
Sogård,2007/2008,Departure,27/10/2007
Sogård,2007/2008,Departure,1/08/2007
Sogård,2007/2008,Departure,3/08/2007
Sogård,2007/2008,Departure,1/08/2007
Sogård,2007/2008,Departure,1/08/2007
Sogård,2007/2008,Departure,6/11/2007
Sogård,2007/2008,Departure,27/08/2007
Sogård,2007/2008,Departure,2/08/2007
Sogård,2007/2008,Departure,1/08/2007
Sogård,2007/2008,Departure,30/09/2007
Sogård,2007/2008,Departure,21/09/2007
Sogård,2007/2008,Departure,10/08/2007
Sogård,2008/2009,Departure,10/04/2009
Sogård,2008/2009,Departure,15/11/2008
Sogård,2008/2009,Departure,1/11/2008
Sogård,2008/2009,Departure,1/11/2008
Sogård,2008/2009,Departure,5/09/2008
Sogård,2008/2009,Departure,23/08/2008
Sogård,2008/2009,Departure,10/08/2008
Sogård,2008/2009,Departure,5/04/2009
Sogård,2008/2009,Departure,1/11/2008
